user,dataID,filename,Question_1_1_1,Question_1_2_1,Question_1_2_2,Question_1_3_1,Question_2_1_1,Question_2_2_1,Question_3_1_1,Question_3_2_1,Question_3_3_1,Question_4_1_1,Question_4_2_1,Question_4_3_1,Question_5_1_1,Question_5_2_1,Question_5_3_1,Question_5_4_1,Question_5_5_1,Question_6_1_1,Question_6_2_1,Question_6_3_1,Question_6_4_1,Question_6_5_1,Question_7_1_1,Question_7_2_1,Question_7_3_1,Question_8_1_1,Question_8_2_1,Question_9_1_1,work_length,message
97,86162808,Schubert_D960_mv3_8bars_8_14.wav,6,5.0,6.0,6.0,5,4,6,2,2,2,6,4,2,2,6,6,6,4,6,2,2,6,4,5,6,4,6,5,66,
71,86162817,Schubert_D960_mv3_8bars_4_25.wav,2,3.0,4.0,4.0,3,3,3,4,4,5,3,4,5,5,4,4,4,4,4,4,5,3,4,4,4,4,4,4,121,
71,86162896,Schubert_D960_mv3_8bars_6_26.wav,3,5.0,3.0,3.0,3,3,2,5,5,5,3,4,5,3,3,3,4,4,2,5,5,3,4,4,3,3,3,3,117,
97,86162975,Schubert_D960_mv3_8bars_5_30.wav,6,4.0,7.0,6.0,5,5,7,1,1,3,6,4,5,6,6,6,6,3,5,2,2,5,4,4,4,6,6,5,61,
97,86162987,Schubert_D960_mv3_8bars_0_01.wav,6,5.0,5.0,2.0,4,3,6,2,5,5,3,1,2,6,3,2,3,1,3,3,5,3,2,1,3,3,3,4,47,
97,86162994,Schubert_D960_mv3_8bars_7_16.wav,5,5.0,2.0,6.0,5,3,7,1,1,5,7,4,2,6,6,5,3,4,5,3,3,5,3,3,4,5,6,5,56,
97,86162996,Schubert_D960_mv3_16bars_0_12.wav,6,5.0,6.0,5.0,5,5,5,3,5,7,2,4,3,7,3,3,1,4,6,3,7,2,4,1,2,2,3,2,51,
97,86163006,Schubert_D960_mv3_16bars_4_07.wav,6,6.0,3.0,6.0,5,3,7,1,1,7,5,4,7,7,5,4,1,4,5,2,5,3,1,1,1,3,3,3,62,
97,86163013,Schubert_D960_mv3_8bars_10_27.wav,3,5.0,2.0,4.0,4,4,3,3,5,6,2,2,3,6,1,1,2,4,5,1,7,1,1,2,2,1,1,1,61,
70,86163071,Schubert_D960_mv2_16bars_5_08.wav,6,2.0,4.0,6.0,5,2,3,5,2,5,3,5,5,4,2,2,5,5,3,3,5,3,5,5,5,2,3,2,90,
70,86163082,Schubert_D960_mv3_8bars_9_24.wav,3,6.0,3.0,3.0,5,2,4,3,2,5,3,2,6,5,2,2,3,3,3,3,5,2,3,3,3,3,3,2,40,
70,86163089,Schubert_D960_mv3_8bars_12_33.wav,5,5.0,3.0,4.0,5,3,3,5,3,4,3,3,5,4,3,3,4,4,3,3,5,4,4,5,5,3,4,6,45,
121,86163103,Schubert_D960_mv2_16bars_5_08.wav,2,6.0,2.0,2.0,2,2,2,6,2,5,2,2,2,2,2,2,3,6,2,6,5,2,5,5,4,2,2,2,77,
121,86163108,Schubert_D960_mv3_8bars_9_24.wav,2,2.0,3.0,2.0,6,6,6,3,3,2,5,2,4,5,3,4,4,4,5,3,4,3,2,4,4,4,4,3,44,
70,86163110,Schubert_D960_mv3_8bars_5_07.wav,3,6.0,3.0,3.0,5,2,4,3,3,3,4,3,5,5,3,3,3,4,3,3,5,3,3,3,3,4,4,4,40,
121,86163111,Schubert_D960_mv3_8bars_12_33.wav,5,6.0,3.0,5.0,6,2,2,5,3,5,3,2,5,5,3,3,3,3,3,3,4,3,2,4,4,4,4,3,43,
121,86163115,Schubert_D960_mv3_8bars_5_07.wav,6,2.0,0.0,5.0,6,5,6,3,3,2,5,2,3,5,5,5,5,3,5,3,4,4,2,4,4,4,4,3,43,
121,86163117,Schubert_D960_mv3_16bars_2_12.wav,3,5.0,3.0,3.0,4,3,3,3,3,5,3,2,5,5,3,3,3,4,2,3,4,2,2,4,4,4,4,3,39,
121,86163119,Schubert_D960_mv3_8bars_12_09.wav,2,6.0,2.0,2.0,6,2,2,5,3,5,3,2,5,5,3,3,3,2,2,3,4,3,2,3,4,4,4,3,45,
121,86163123,Schubert_D960_mv3_8bars_Score_03.wav,2,6.0,2.0,2.0,6,2,2,2,2,6,2,2,6,6,2,2,2,2,2,2,5,2,2,2,4,4,4,2,44,
121,86163126,Schubert_D960_mv3_8bars_6_29.wav,2,6.0,2.0,2.0,6,2,2,6,2,6,2,2,6,6,2,2,2,2,2,2,5,2,2,3,4,4,4,2,34,
70,86163128,Schubert_D960_mv3_16bars_2_12.wav,5,5.0,3.0,3.0,5,3,3,4,2,3,4,3,4,4,3,3,5,4,3,3,5,3,3,3,5,3,3,3,45,
121,86163130,Schubert_D960_mv2_8bars_12_16.wav,2,5.0,2.0,2.0,2,2,2,2,2,5,2,2,5,2,2,2,3,6,2,6,5,2,6,6,4,3,3,2,56,
121,86163135,Schubert_D960_mv3_8bars_Score_33.wav,2,2.0,2.0,2.0,6,6,6,2,4,2,6,2,4,5,3,4,3,2,2,3,4,3,2,4,4,4,4,3,43,
70,86163141,Schubert_D960_mv3_8bars_12_09.wav,6,4.0,3.0,5.0,5,3,3,4,3,5,3,3,5,5,3,4,4,3,3,3,5,4,3,4,4,3,4,5,45,
121,86163142,Schubert_D960_mv3_8bars_9_17.wav,2,2.0,3.0,2.0,6,6,6,4,4,2,6,2,4,6,2,5,4,2,2,3,4,3,2,3,4,4,4,3,43,
121,86163146,Schubert_D960_mv3_8bars_6_35.wav,5,5.0,4.0,5.0,6,2,2,5,3,3,3,2,4,6,3,4,4,3,2,3,4,3,2,4,4,4,4,3,44,
121,86163151,Schubert_D960_mv2_16bars_0_09.wav,2,6.0,2.0,2.0,2,2,2,6,2,4,2,2,2,2,2,2,3,6,2,6,5,2,5,5,5,3,3,2,110,
121,86163158,Schubert_D960_mv3_8bars_12_26.wav,2,6.0,2.0,2.0,4,4,3,5,3,5,3,4,3,5,4,3,3,4,3,3,4,3,3,4,4,4,4,3,45,
121,86163163,Schubert_D960_mv3_8bars_3_32.wav,3,2.0,4.0,3.0,6,6,6,2,4,2,6,2,2,6,3,5,5,2,2,2,4,4,2,3,4,4,4,3,45,
121,86163166,Schubert_D960_mv3_8bars_6_05.wav,6,2.0,5.0,6.0,6,6,4,2,3,3,5,2,2,6,4,4,4,2,2,3,4,4,2,4,4,4,4,4,44,
121,86163171,Schubert_D960_mv2_16bars_3_01.wav,6,2.0,6.0,6.0,6,7,7,4,3,1,7,4,5,1,5,7,6,7,1,7,3,7,4,3,4,4,4,6,89,
121,86163176,Schubert_D960_mv3_8bars_4_11.wav,2,2.0,2.0,2.0,6,6,6,2,2,2,5,2,2,6,6,4,4,2,5,3,4,4,2,4,4,4,4,3,45,
121,86163180,Schubert_D960_mv3_16bars_12_08.wav,5,2.0,3.0,5.0,6,2,5,3,3,3,3,3,5,5,3,4,4,3,3,3,4,3,2,4,4,4,4,3,44,
121,86163186,Schubert_D960_mv3_8bars_12_36.wav,3,2.0,3.0,3.0,6,6,3,3,3,2,5,2,5,5,3,4,4,2,3,3,4,3,2,3,4,4,4,3,44,
121,86163189,Schubert_D960_mv3_8bars_10_18.wav,2,2.0,2.0,2.0,6,6,6,2,2,2,5,2,2,6,3,4,4,2,3,3,4,3,2,3,4,4,4,3,43,
121,86163191,Schubert_D960_mv3_8bars_4_01.wav,2,6.0,2.0,2.0,6,2,3,5,3,5,3,2,5,6,2,3,3,2,2,2,4,2,2,3,4,4,4,2,44,
121,86163195,Schubert_D960_mv3_8bars_10_10.wav,2,2.0,3.0,2.0,6,6,6,2,4,2,5,2,2,6,5,4,4,2,2,2,4,4,2,3,4,4,4,4,45,
121,86163198,Schubert_D960_mv3_8bars_5_05.wav,2,1.0,2.0,2.0,6,6,6,2,2,2,6,2,2,6,4,4,4,2,5,3,4,4,2,4,4,4,4,4,44,
121,86163200,Schubert_D960_mv3_8bars_5_16.wav,2,2.0,2.0,2.0,6,4,6,2,2,2,5,2,2,6,3,4,4,2,5,3,4,3,2,3,4,4,4,4,45,
121,86163203,Schubert_D960_mv3_8bars_8_35.wav,2,2.0,2.0,2.0,6,5,6,2,3,2,5,2,3,5,3,5,4,2,5,3,4,3,2,4,4,4,4,3,46,
121,86163205,Schubert_D960_mv3_8bars_8_23.wav,6,2.0,6.0,6.0,6,6,6,4,4,2,6,2,2,6,5,5,4,2,6,3,4,4,2,4,4,4,4,4,44,
121,86163209,Schubert_D960_mv2_8bars_12_17.wav,2,6.0,2.0,2.0,2,2,2,6,2,5,2,5,2,2,2,3,3,6,2,6,5,3,5,5,5,4,4,2,67,
121,86163211,Schubert_D960_mv2_16bars_7_08.wav,2,2.0,2.0,2.0,4,6,7,4,4,2,6,2,2,2,3,6,5,6,5,5,5,4,5,5,5,4,4,4,78,
121,86163214,Schubert_D960_mv3_8bars_9_34.wav,2,2.0,2.0,2.0,6,6,6,2,2,2,6,2,4,6,2,5,5,2,6,2,4,4,2,3,4,4,4,4,45,
121,86163216,Schubert_D960_mv3_16bars_3_01.wav,2,6.0,3.0,3.0,6,6,4,3,3,3,5,2,3,6,4,4,4,2,6,2,4,3,2,3,4,4,4,3,45,
121,86163218,Schubert_D960_mv2_16bars_2_01.wav,2,6.0,2.0,2.0,2,2,2,6,2,6,2,5,2,2,2,2,2,6,2,6,5,2,5,5,5,4,4,2,77,
121,86163220,Schubert_D960_mv2_8bars_12_07.wav,2,6.0,2.0,2.0,4,2,2,5,2,6,2,2,6,6,2,2,2,2,2,2,4,2,2,4,4,4,4,2,44,
121,86163222,Schubert_D960_mv3_8bars_8_34.wav,2,1.0,2.0,2.0,6,6,6,4,4,2,6,2,2,6,6,5,5,2,6,3,4,4,2,4,4,4,4,4,45,
121,86163224,Schubert_D960_mv3_8bars_2_12.wav,2,6.0,2.0,2.0,6,2,3,2,2,6,2,2,5,6,3,3,3,2,3,3,4,2,2,3,4,4,4,3,45,
121,86163225,Schubert_D960_mv3_8bars_9_14.wav,2,2.0,3.0,2.0,6,6,6,3,3,2,6,2,2,6,5,5,5,2,2,3,4,5,2,4,4,4,4,4,46,
121,86163226,Schubert_D960_mv3_8bars_12_29.wav,2,6.0,2.0,2.0,6,2,2,6,2,6,2,2,6,6,2,2,2,2,2,2,4,2,2,4,4,4,4,2,46,
121,86163230,Schubert_D960_mv3_8bars_1_35.wav,2,2.0,2.0,2.0,6,5,3,3,3,3,4,2,3,5,4,4,4,3,3,3,4,3,3,4,4,4,4,3,54,
121,86163231,Schubert_D960_mv3_8bars_4_26.wav,5,2.0,0.0,5.0,4,6,6,2,4,2,6,2,4,5,4,4,4,4,3,3,4,4,2,4,4,4,4,4,46,
121,86163233,Schubert_D960_mv2_16bars_7_06.wav,2,6.0,2.0,2.0,6,2,2,6,2,6,2,2,6,6,2,2,2,3,2,2,6,2,2,3,3,3,3,2,49,
121,86163237,Schubert_D960_mv3_8bars_6_31.wav,5,1.0,4.0,5.0,6,6,3,3,3,2,5,2,5,6,5,5,5,3,5,3,4,4,2,4,4,4,4,4,46,
121,86163239,Schubert_D960_mv3_8bars_5_35.wav,2,2.0,2.0,2.0,6,6,6,3,3,3,5,2,2,6,4,4,4,2,6,2,4,4,2,4,4,4,4,4,40,
121,86163242,Schubert_D960_mv3_8bars_8_27.wav,2,6.0,3.0,3.0,6,3,3,3,3,5,3,2,4,6,3,4,4,2,2,2,4,3,2,4,4,4,4,3,45,
121,86163245,Schubert_D960_mv3_8bars_2_04.wav,2,6.0,2.0,2.0,6,2,2,6,2,6,2,2,6,6,2,2,2,2,2,2,4,2,2,4,4,4,4,2,45,
121,86163246,Schubert_D960_mv3_8bars_2_06.wav,5,2.0,4.0,5.0,6,6,6,3,3,2,5,2,2,6,4,4,4,2,5,3,4,4,2,4,4,4,4,3,46,
121,86163251,Schubert_D960_mv3_8bars_6_37.wav,2,5.0,2.0,2.0,6,2,2,6,2,5,2,2,6,6,2,2,2,2,2,2,4,2,2,3,4,4,4,2,44,
71,86163270,Schubert_D960_mv3_8bars_9_23.wav,4,5.0,3.0,3.0,2,2,2,6,6,5,3,3,5,3,3,3,4,4,2,5,5,3,4,3,3,3,3,3,116,
71,86163273,Schubert_D960_mv3_8bars_8_14.wav,2,2.0,5.0,4.0,5,5,7,1,7,3,5,4,3,4,4,4,6,4,5,4,3,4,3,4,4,5,5,4,112,
71,86163276,Schubert_D960_mv3_8bars_5_30.wav,3,4.0,4.0,4.0,4,4,7,1,7,4,3,3,3,4,4,4,5,4,4,3,4,4,3,4,4,4,4,4,118,
71,86163279,Schubert_D960_mv3_8bars_0_01.wav,5,3.0,6.0,6.0,5,5,6,2,2,3,5,4,2,4,5,5,6,2,5,4,2,5,3,5,5,6,6,5,113,
71,86163281,Schubert_D960_mv3_8bars_7_16.wav,5,3.0,5.0,6.0,5,5,5,2,2,3,5,5,2,4,5,6,6,3,5,4,2,5,4,5,5,6,6,5,119,
71,86163284,Schubert_D960_mv3_16bars_0_12.wav,4,3.0,6.0,6.0,5,5,5,3,3,4,3,5,3,5,5,5,5,3,5,3,4,4,4,4,4,5,5,5,128,
121,86163286,Schubert_D960_mv3_8bars_6_20.wav,3,5.0,4.0,3.0,5,3,5,3,3,3,3,2,3,6,4,3,4,2,5,3,4,3,2,3,4,4,4,3,44,
71,86163288,Schubert_D960_mv3_16bars_4_07.wav,3,3.0,5.0,5.0,4,4,3,4,4,3,4,4,3,4,5,5,5,3,4,4,3,5,4,4,4,5,5,5,128,
71,86163291,Schubert_D960_mv3_8bars_10_27.wav,2,3.0,4.0,4.0,4,4,4,4,4,5,3,3,4,4,4,4,5,4,3,3,4,4,4,3,4,4,4,4,115,
121,86163293,Schubert_D960_mv3_8bars_Score_19.wav,2,6.0,3.0,3.0,6,4,4,3,4,3,4,2,4,6,4,4,4,3,5,3,4,4,2,3,4,4,4,3,43,
121,86163294,Schubert_D960_mv3_8bars_5_37.wav,6,2.0,4.0,2.0,6,6,6,2,4,2,6,2,2,6,4,3,3,3,3,3,4,3,2,4,4,4,4,3,44,
121,86163297,Schubert_D960_mv3_8bars_2_23.wav,5,5.0,3.0,5.0,4,2,2,5,2,4,3,2,2,4,3,3,3,4,4,4,4,3,2,4,4,4,4,3,45,
121,86163299,Schubert_D960_mv2_16bars_5_01.wav,2,6.0,2.0,2.0,2,2,2,6,2,6,2,5,6,2,2,2,2,6,2,6,5,2,5,5,5,3,3,2,60,
121,86163302,Schubert_D960_mv3_8bars_10_20.wav,2,2.0,4.0,2.0,6,6,6,4,4,2,6,2,2,6,4,4,4,2,6,2,4,4,2,4,4,4,4,4,45,
121,86163304,Schubert_D960_mv3_8bars_6_08.wav,2,6.0,3.0,3.0,6,3,5,3,4,3,5,2,4,6,2,4,4,3,3,3,4,3,2,4,4,4,4,3,45,
121,86163305,Schubert_D960_mv3_8bars_3_31.wav,6,2.0,0.0,6.0,6,6,6,2,3,2,6,2,4,5,6,6,4,3,5,3,4,4,2,4,4,4,4,4,45,
121,86163307,Schubert_D960_mv3_8bars_5_19.wav,2,6.0,2.0,2.0,6,5,5,3,3,3,3,2,5,6,3,4,4,3,3,3,4,3,2,4,4,4,4,3,44,
121,86163309,Schubert_D960_mv3_8bars_3_30.wav,5,2.0,3.0,5.0,6,4,5,3,4,4,4,2,4,6,4,4,4,3,3,3,4,3,2,3,4,4,4,4,45,
121,86163312,Schubert_D960_mv3_8bars_Score_08.wav,2,4.0,3.0,2.0,6,5,5,3,3,2,5,2,2,5,2,4,4,3,3,3,4,3,2,4,4,4,4,3,43,
121,86163314,Schubert_D960_mv3_8bars_3_16.wav,6,3.0,3.0,6.0,6,6,6,4,4,5,5,2,4,6,4,5,5,2,5,3,4,4,2,4,4,4,4,4,45,
121,86163315,Schubert_D960_mv3_8bars_12_21.wav,2,6.0,2.0,2.0,4,2,2,5,2,6,2,2,6,4,2,3,3,4,2,4,6,3,3,3,4,4,4,3,46,
121,86163317,Schubert_D960_mv3_8bars_9_16.wav,6,5.0,3.0,5.0,5,6,2,5,2,4,3,3,4,6,2,4,4,3,3,3,4,3,3,4,4,4,4,3,44,
121,86163318,Schubert_D960_mv3_8bars_6_07.wav,6,6.0,2.0,6.0,6,2,2,6,2,5,2,2,5,5,3,3,3,3,3,3,4,3,2,3,3,4,4,3,49,
121,86163319,Schubert_D960_mv3_8bars_8_37.wav,5,2.0,0.0,2.0,6,5,6,2,4,2,6,2,2,6,6,5,4,2,5,2,4,3,2,3,4,4,4,3,47,
121,86163321,Schubert_D960_mv2_16bars_2_08.wav,2,6.0,2.0,2.0,2,2,2,6,2,6,2,2,6,2,2,2,3,6,2,6,5,2,2,4,4,3,3,2,80,
121,86163323,Schubert_D960_mv3_8bars_3_25.wav,5,2.0,2.0,5.0,6,6,6,2,3,2,6,2,2,6,5,5,3,2,5,3,4,4,2,4,4,4,4,4,45,
121,86163325,Schubert_D960_mv3_8bars_7_19.wav,5,2.0,0.0,5.0,6,5,5,2,3,2,5,2,2,6,5,5,4,2,6,2,4,4,2,4,4,4,4,5,47,
121,86163328,Schubert_D960_mv2_16bars_9_08.wav,2,6.0,2.0,2.0,2,2,2,6,2,6,2,2,6,2,2,2,2,6,2,6,5,2,2,4,4,3,3,2,87,
121,86163332,Schubert_D960_mv3_8bars_7_09.wav,3,2.0,4.0,3.0,5,5,5,3,3,2,6,2,2,6,5,4,4,2,5,3,4,3,2,4,4,4,4,3,40,
121,86163334,Schubert_D960_mv3_8bars_6_27.wav,2,6.0,2.0,2.0,6,2,2,6,2,6,2,2,6,6,2,3,3,2,2,3,4,2,2,4,4,4,4,2,49,
121,86163338,Schubert_D960_mv3_8bars_0_37.wav,6,2.0,2.0,5.0,6,5,6,3,4,2,6,2,2,6,2,3,3,2,3,3,4,3,2,4,4,4,4,3,43,
121,86163340,Schubert_D960_mv3_8bars_0_33.wav,6,6.0,3.0,6.0,4,2,2,5,3,5,2,2,5,6,3,4,4,3,3,3,4,3,2,4,4,4,4,3,46,
121,86163343,Schubert_D960_mv3_8bars_Score_35.wav,2,2.0,3.0,2.0,6,6,6,2,4,2,6,2,2,6,5,5,5,3,5,3,4,3,2,3,4,4,4,3,44,
121,86163347,Schubert_D960_mv2_16bars_9_04.wav,2,6.0,2.0,2.0,2,2,2,6,2,6,2,2,6,4,2,2,2,4,2,4,6,2,2,2,3,3,3,2,65,
121,86163349,Schubert_D960_mv3_8bars_4_18.wav,2,2.0,2.0,2.0,6,6,6,4,4,2,6,2,2,6,4,4,4,3,3,3,4,3,2,4,4,4,4,3,43,
121,86163353,Schubert_D960_mv2_16bars_7_01.wav,2,6.0,2.0,2.0,2,2,2,6,2,5,2,5,6,2,2,2,3,6,2,5,5,2,5,5,4,3,3,2,99,
121,86163354,Schubert_D960_mv3_8bars_7_23.wav,2,2.0,3.0,2.0,6,6,6,3,3,2,6,2,2,5,5,4,4,4,5,3,4,6,2,4,4,4,4,5,45,
121,86163356,Schubert_D960_mv3_8bars_8_06.wav,2,2.0,3.0,2.0,6,6,6,2,3,2,6,2,2,6,4,4,4,2,6,2,4,4,2,4,4,4,4,4,46,
121,86163357,Schubert_D960_mv3_8bars_2_21.wav,3,4.0,4.0,3.0,5,5,5,3,3,3,5,3,3,5,5,5,3,4,5,3,4,4,2,3,4,4,4,4,46,
121,86163358,Schubert_D960_mv3_8bars_8_22.wav,6,2.0,5.0,5.0,6,6,6,4,4,2,6,2,2,5,6,5,5,3,5,3,4,5,2,4,4,4,4,5,46,
121,86163361,Schubert_D960_mv3_8bars_2_01.wav,2,6.0,2.0,2.0,6,2,4,3,3,5,3,3,4,5,3,4,4,3,5,3,4,3,2,4,4,4,4,3,46,
121,86163364,Schubert_D960_mv3_8bars_9_10.wav,2,2.0,2.0,2.0,6,6,6,2,3,2,6,2,2,6,5,5,5,2,5,2,4,4,2,4,4,4,4,4,46,
121,86163366,Schubert_D960_mv3_8bars_6_23.wav,2,2.0,3.0,2.0,2,2,2,5,2,4,3,2,4,4,4,4,4,4,3,4,4,3,2,4,4,4,4,3,45,
121,86163374,Schubert_D960_mv3_8bars_1_28.wav,2,6.0,2.0,2.0,6,2,2,5,2,5,2,2,5,6,2,3,3,3,3,3,4,3,2,3,4,4,4,3,44,
121,86163375,Schubert_D960_mv3_8bars_12_14.wav,5,5.0,3.0,5.0,4,2,3,5,3,4,3,2,4,5,3,3,3,4,4,3,4,3,2,3,4,4,4,3,43,
121,86163379,Schubert_D960_mv2_16bars_5_06.wav,2,6.0,2.0,2.0,5,2,2,6,2,6,2,2,6,3,2,2,2,4,2,3,5,2,2,4,4,3,3,2,66,
121,86163382,Schubert_D960_mv3_8bars_6_21.wav,3,2.0,4.0,3.0,5,5,3,3,3,3,5,2,3,5,4,4,4,4,4,3,4,3,2,4,4,4,4,3,42,
121,86163385,Schubert_D960_mv3_8bars_0_15.wav,6,2.0,0.0,5.0,6,6,6,4,4,2,6,2,2,6,5,5,5,2,5,3,4,4,2,4,4,4,4,5,45,
121,86163386,Schubert_D960_mv3_8bars_1_08.wav,2,6.0,2.0,2.0,6,2,2,6,2,5,2,2,5,6,2,2,2,3,2,2,4,2,2,4,4,4,4,2,45,
121,86163389,Schubert_D960_mv3_8bars_7_13.wav,2,5.0,2.0,2.0,6,3,3,3,3,5,3,2,3,6,3,2,3,3,5,3,4,3,2,3,4,4,4,3,46,
121,86163391,Schubert_D960_mv3_8bars_3_07.wav,6,2.0,6.0,6.0,6,6,4,4,4,5,5,2,4,5,4,5,4,3,5,3,4,4,2,3,4,4,4,5,45,
121,86163397,Schubert_D960_mv3_8bars_5_27.wav,2,6.0,2.0,2.0,6,2,2,6,2,6,2,2,5,6,2,2,3,3,2,3,4,2,2,3,4,4,4,2,45,
121,86163400,Schubert_D960_mv3_8bars_8_26.wav,5,2.0,4.0,5.0,6,6,6,3,3,2,6,2,3,5,5,5,4,3,5,3,4,4,2,4,4,4,4,5,46,
121,86163404,Schubert_D960_mv3_8bars_9_12.wav,2,6.0,2.0,2.0,6,2,2,6,2,6,2,2,6,6,2,2,2,2,2,2,4,2,2,3,4,4,4,2,46,
121,86163408,Schubert_D960_mv3_8bars_6_25.wav,2,6.0,2.0,2.0,5,2,2,5,2,5,2,2,5,5,3,3,3,3,3,3,4,3,2,4,4,4,4,2,47,
121,86163412,Schubert_D960_mv3_8bars_8_01.wav,2,6.0,2.0,2.0,6,2,3,5,2,5,2,2,6,6,2,2,2,2,2,2,4,2,2,3,4,4,4,2,46,
121,86163415,Schubert_D960_mv2_16bars_4_01.wav,2,6.0,2.0,2.0,2,2,2,6,2,5,2,5,6,2,2,2,3,6,2,6,4,2,5,5,5,3,3,2,90,
71,86163824,Schubert_D960_mv3_8bars_2_13.wav,3,5.0,3.0,3.0,3,3,2,5,5,5,3,3,4,4,3,3,4,4,3,5,5,3,3,4,4,4,4,4,112,
71,86163833,Schubert_D960_mv3_8bars_10_03.wav,5,2.0,7.0,7.0,6,6,4,4,2,2,5,5,2,4,5,6,6,3,5,4,1,6,5,6,6,7,7,6,121,
71,86163843,Schubert_D960_mv3_8bars_Score_14.wav,2,2.0,6.0,6.0,6,6,7,1,7,2,6,4,2,4,7,7,6,4,5,4,1,6,4,5,5,6,6,6,114,
71,86163854,Schubert_D960_mv3_8bars_0_29.wav,5,2.0,7.0,7.0,6,6,5,2,2,2,6,4,2,4,6,6,6,3,6,4,1,7,5,5,6,7,7,6,118,
71,86163858,Schubert_D960_mv3_16bars_6_01.wav,5,2.0,6.0,7.0,5,5,2,6,5,2,5,4,2,4,5,6,6,2,6,4,2,6,4,4,6,6,6,6,113,
71,86163863,Schubert_D960_mv3_8bars_12_06.wav,3,3.0,3.0,4.0,3,3,2,6,5,5,3,3,5,5,4,3,4,4,3,3,5,3,4,3,3,4,4,4,109,
71,86163868,Schubert_D960_mv3_16bars_6_18.wav,5,2.0,6.0,7.0,5,5,2,6,5,3,5,4,3,4,5,5,6,3,6,4,2,6,4,5,6,5,6,5,116,
71,86163873,Schubert_D960_mv3_8bars_3_24.wav,2,3.0,5.0,5.0,4,4,4,4,4,4,4,4,3,4,4,4,5,5,5,5,4,4,4,5,5,5,5,5,117,
71,86163878,Schubert_D960_mv3_8bars_8_31.wav,2,2.0,6.0,4.0,4,4,7,1,7,3,5,4,2,4,6,6,6,4,6,4,2,5,4,6,6,6,6,5,117,
71,86163887,Schubert_D960_mv3_8bars_0_22.wav,3,3.0,5.0,5.0,5,4,6,2,2,4,4,4,4,4,5,5,4,4,5,4,2,6,4,5,5,5,5,5,121,
71,86163889,Schubert_D960_mv3_8bars_12_20.wav,4,2.0,6.0,6.0,5,5,6,2,2,3,5,5,2,4,6,6,6,3,5,4,2,5,4,4,5,6,6,5,119,
71,86163894,Schubert_D960_mv3_8bars_2_31.wav,2,2.0,6.0,4.0,3,3,4,4,2,3,4,3,4,4,4,4,6,4,5,4,3,5,4,5,5,5,6,5,122,
71,86163899,Schubert_D960_mv3_8bars_1_06.wav,4,2.0,6.0,6.0,5,5,3,3,3,3,4,4,3,4,5,5,6,3,5,4,2,6,4,6,6,6,6,5,121,
71,86163910,Schubert_D960_mv3_16bars_8_12.wav,3,4.0,3.0,3.0,3,3,2,5,5,5,3,4,5,3,3,3,4,4,3,5,5,3,3,3,3,3,3,4,120,
71,86163916,Schubert_D960_mv3_8bars_10_22.wav,2,2.0,5.0,4.0,4,4,3,3,2,4,4,4,3,4,5,5,5,4,5,4,3,5,4,4,4,5,5,5,119,
71,86163921,Schubert_D960_mv3_8bars_2_34.wav,2,2.0,5.0,4.0,4,4,7,1,7,3,5,4,2,4,5,5,6,4,5,4,3,5,4,5,5,6,6,5,111,
71,86163926,Schubert_D960_mv3_16bars_4_01.wav,6,2.0,7.0,7.0,6,6,2,5,3,2,4,5,3,4,6,6,6,2,6,4,2,6,6,6,6,7,7,6,101,
71,86163929,Schubert_D960_mv3_8bars_6_33.wav,5,4.0,3.0,5.0,3,3,2,6,3,3,4,5,3,4,6,6,6,5,5,5,3,5,5,5,5,6,6,5,104,
71,86163934,Schubert_D960_mv3_8bars_10_32.wav,2,2.0,4.0,4.0,4,4,6,2,2,3,4,4,3,4,4,4,6,4,5,4,3,4,5,5,5,5,6,5,107,
71,86163937,Schubert_D960_mv3_8bars_9_13.wav,3,3.0,4.0,4.0,3,3,3,3,5,4,4,4,3,3,4,5,5,4,4,4,5,4,3,4,4,5,5,4,151,
71,86163943,Schubert_D960_mv3_16bars_12_01.wav,4,3.0,6.0,6.0,3,3,2,6,5,3,4,4,3,5,4,4,5,3,5,4,3,5,4,4,4,5,5,5,124,
71,86163946,Schubert_D960_mv3_8bars_10_12.wav,2,2.0,6.0,5.0,4,4,3,5,4,3,4,3,4,4,4,5,5,4,5,4,3,5,4,5,5,5,5,5,130,
71,86163951,Schubert_D960_mv3_16bars_Score_19.wav,2,3.0,4.0,4.0,5,4,6,1,2,2,5,4,3,4,4,4,5,4,5,4,4,4,4,4,5,5,5,5,156,
70,86164054,Schubert_D960_mv3_8bars_6_29.wav,3,6.0,3.0,3.0,5,2,2,5,2,5,2,2,5,5,2,2,5,3,2,3,5,2,2,3,3,3,3,2,40,
70,86164062,Schubert_D960_mv2_8bars_12_16.wav,5,2.0,2.0,5.0,5,2,3,5,5,2,5,5,3,2,3,3,6,6,3,4,2,4,5,5,5,2,3,6,45,
70,86164070,Schubert_D960_mv3_8bars_Score_33.wav,3,5.0,2.0,3.0,5,3,6,2,2,3,5,3,3,2,5,4,6,4,4,3,2,4,5,6,5,6,6,6,40,
121,86164071,Schubert_D960_mv3_8bars_6_14.wav,2,2.0,3.0,2.0,5,3,3,3,3,4,4,2,4,5,4,4,4,3,5,3,4,3,2,3,4,4,4,3,44,
121,86164075,Schubert_D960_mv3_16bars_1_19.wav,3,3.0,3.0,3.0,6,5,4,4,4,3,5,2,4,6,4,4,4,2,5,3,4,3,2,3,4,4,4,3,43,
